,Customer Lifetime Value,Response,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Total Claim Amount,Day,State_California,State_Nevada,State_Oregon,State_Washington,Coverage_Extended,Coverage_Premium,Education_College,Education_Doctor,Education_High School or Below,Education_Master,EmploymentStatus_Employed,EmploymentStatus_Medical Leave,EmploymentStatus_Retired,EmploymentStatus_Unemployed,Gender_M,Location Code_Suburban,Location Code_Urban,Marital Status_Married,Marital Status_Single,Sales Channel_Branch,Sales Channel_Call Center,Sales Channel_Web,Vehicle Class_Luxury Car,Vehicle Class_Luxury SUV,Vehicle Class_SUV,Vehicle Class_Sports Car,Vehicle Class_Two-Door Car,Vehicle Size_Medsize,Vehicle Size_Small,Policy_Corporate L2,Policy_Corporate L3,Policy_Personal L1,Policy_Personal L2,Policy_Personal L3,Policy_Special L1,Policy_Special L2,Policy_Special L3,Policy Type_Personal Auto,Policy Type_Special Auto
12,8798.797003,0,77026,110,9,82,2,3,472.029737,37 days 00:00:00.000000000,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,8819.018934,1,99845,110,23,25,1,8,528.0,10 days 00:00:00.000000000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
14,5384.431665,0,83689,70,21,10,2,8,307.13913199999996,18 days 00:00:00.000000000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
15,7463.1393769999995,0,24599,64,12,50,1,2,42.920271,17 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
16,2566.867823,0,25049,67,14,7,0,1,454.24509800000004,37 days 00:00:00.000000000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
17,3945.241604,0,28855,101,12,59,0,1,647.4420309999999,5 days 00:00:00.000000000,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
18,5710.333114999999,0,51148,72,9,1,0,7,308.981664,58 days 00:00:00.000000000,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
19,8162.617053,0,66140,101,11,21,0,3,484.8,14 days 00:00:00.000000000,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
20,2872.051273,0,57749,74,31,21,0,1,355.2,50 days 00:00:00.000000000,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
21,3041.791561,0,13789,79,8,49,0,1,379.2,21 days 00:00:00.000000000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
22,24127.50402,1,14072,71,13,3,0,2,511.2,26 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
23,2450.1909960000003,0,0,73,4,44,3,1,554.376763,55 days 00:00:00.000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
24,2392.1078899999998,0,17870,61,30,91,0,1,439.2,36 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
25,5802.0659780000005,0,97541,72,22,1,0,3,389.185006,29 days 00:00:00.000000000,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
26,3946.372085,0,0,111,15,47,0,1,799.2,59 days 00:00:00.000000000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
27,5346.916576,0,10511,139,33,64,0,1,516.237951,43 days 00:00:00.000000000,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,12902.560140000001,0,86584,111,33,54,2,2,532.8,33 days 00:00:00.000000000,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
29,3235.360468,0,75690,80,17,44,1,1,384.0,38 days 00:00:00.000000000,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
30,2454.5835399999996,0,23158,63,4,6,1,1,322.29404300000004,59 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
32,4715.321344,0,0,65,19,56,0,3,308.15089,25 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
33,5018.885233,0,54500,63,28,17,0,6,302.4,18 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
34,4932.916345000001,0,37260,62,19,42,0,8,15.437681,44 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35,5744.229745000001,0,68987,71,11,40,0,6,204.475147,15 days 00:00:00.000000000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
36,13891.735669999998,0,42305,117,10,62,0,2,561.6,8 days 00:00:00.000000000,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
37,7380.9767170000005,0,65706,91,19,86,0,8,436.8,37 days 00:00:00.000000000,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
38,3090.034104,0,0,90,7,79,0,1,648.0,25 days 00:00:00.000000000,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
39,2521.633095,0,53243,66,4,15,2,1,157.397849,38 days 00:00:00.000000000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
40,2652.0617850000003,0,0,70,7,1,1,1,484.31853600000005,18 days 00:00:00.000000000,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
41,2771.0450309999997,1,50071,71,3,32,0,1,18.918935,11 days 00:00:00.000000000,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
42,3939.0063700000005,1,60021,99,12,28,0,1,882.8719449999999,28 days 00:00:00.000000000,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
43,12231.87968,0,43244,103,15,16,0,2,494.4,39 days 00:00:00.000000000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
44,2443.665166,0,92834,61,15,56,0,1,292.8,54 days 00:00:00.000000000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
45,12819.10289,0,10105,172,5,4,3,3,0.517753,25 days 00:00:00.000000000,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
46,4468.510542,0,0,73,7,57,3,5,579.165954,31 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
47,5514.344018,0,23218,71,7,10,0,4,447.79344000000003,2 days 00:00:00.000000000,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
48,3343.8753260000003,0,0,92,11,77,0,1,529.624084,38 days 00:00:00.000000000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
49,2294.478927,0,0,62,11,56,0,1,313.023175,18 days 00:00:00.000000000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
52,7983.431709,0,36014,69,4,40,3,2,173.956072,52 days 00:00:00.000000000,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
53,4854.745666,0,29834,64,19,44,0,3,307.2,47 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
54,4293.997319,0,16701,113,20,26,0,1,831.625979,17 days 00:00:00.000000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
55,7164.3955430000005,0,46623,91,1,53,0,3,436.8,36 days 00:00:00.000000000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
56,7619.5158,0,64749,64,24,59,0,2,302.56519,44 days 00:00:00.000000000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
57,3958.002823,0,0,101,29,12,0,1,484.8,54 days 00:00:00.000000000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
58,4499.493252,0,16969,124,34,47,2,1,704.7681110000001,28 days 00:00:00.000000000,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
59,4059.567414,0,11621,108,4,98,0,1,518.4,59 days 00:00:00.000000000,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
60,4458.113369,1,17622,65,1,36,1,3,312.0,2 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
61,8110.333139,0,11489,105,4,50,0,6,504.0,22 days 00:00:00.000000000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
62,3339.764873,0,0,94,20,53,0,1,863.327324,15 days 00:00:00.000000000,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
63,24261.01777,0,66525,100,0,86,0,2,104.331355,27 days 00:00:00.000000000,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
64,6613.973653,0,0,63,21,28,0,2,676.391482,23 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
65,2930.693543,0,33663,73,29,71,0,1,350.4,31 days 00:00:00.000000000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
66,8672.194272,0,22547,112,7,60,0,3,537.6,26 days 00:00:00.000000000,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
67,11638.669259999999,0,61486,97,5,65,0,2,465.25864400000006,10 days 00:00:00.000000000,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
68,6846.150323000001,1,0,95,13,20,0,5,456.0,27 days 00:00:00.000000000,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
69,11727.77648,0,29879,102,17,0,0,2,500.25423499999994,9 days 00:00:00.000000000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
70,22643.83478,0,93011,113,17,12,0,2,281.451042,55 days 00:00:00.000000000,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
71,2614.474305,0,65186,65,29,27,0,1,5.434505000000001,42 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
72,2451.752695,0,26840,64,1,47,2,1,307.2,43 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
73,6781.270203,0,0,104,30,3,1,5,982.399613,35 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
74,4974.801539,1,75644,65,5,68,3,9,467.803638,18 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
75,8591.604933,0,38984,73,27,38,0,2,350.4,42 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
76,5592.161392,0,71811,71,17,48,0,6,29.034159999999996,32 days 00:00:00.000000000,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
77,8009.472833,0,20961,67,20,33,0,2,321.6,46 days 00:00:00.000000000,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
78,11318.089820000001,0,38923,99,6,83,2,2,115.728852,37 days 00:00:00.000000000,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
80,8025.229358,0,0,77,20,26,0,2,25.807685,26 days 00:00:00.000000000,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
81,5780.182197,1,51066,74,23,0,0,8,787.993313,57 days 00:00:00.000000000,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
82,4118.539113,0,34378,102,12,54,0,1,489.6,27 days 00:00:00.000000000,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
83,2523.07015,0,43072,63,35,15,0,1,302.4,16 days 00:00:00.000000000,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
84,6554.216396,0,25222,90,28,69,0,3,475.623251,27 days 00:00:00.000000000,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
85,7703.397293999999,0,36765,66,15,32,1,2,320.84907200000004,59 days 00:00:00.000000000,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
87,2683.470677,0,48269,69,3,79,3,1,282.151207,1 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
88,2695.182419,0,32720,67,13,12,0,1,321.6,32 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
89,6047.02516,1,20396,76,15,60,1,4,364.8,50 days 00:00:00.000000000,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
90,13171.01282,0,21513,119,21,81,1,2,679.827592,27 days 00:00:00.000000000,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
91,10656.88195,1,72540,88,7,3,0,2,631.743039,58 days 00:00:00.000000000,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
92,2527.653796,0,80744,63,24,84,0,1,11.879037,17 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
93,2672.0957559999997,0,52822,67,23,88,0,1,350.529033,41 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
94,5313.294035,0,0,77,8,10,1,9,863.3947,24 days 00:00:00.000000000,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
95,20946.19251,0,69738,74,2,26,1,2,492.12753200000003,55 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
96,8375.353929,0,17780,109,12,18,0,9,132.58828799999998,46 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
97,4801.661503,0,18107,62,29,11,0,8,297.6,47 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
98,5745.94334,0,57740,74,30,87,3,9,269.905129,22 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
99,6066.1159689999995,0,32627,76,11,60,0,7,380.036697,56 days 00:00:00.000000000,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
100,8002.308333,1,0,107,3,65,0,3,513.6,11 days 00:00:00.000000000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
101,2393.9153690000003,1,0,70,24,10,0,1,425.266308,31 days 00:00:00.000000000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
102,4762.8179,0,65795,62,2,85,1,3,49.011099,12 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
103,4330.38602,1,60475,107,9,18,0,1,513.6,47 days 00:00:00.000000000,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
104,9402.729769,0,0,130,28,88,0,4,936.0,40 days 00:00:00.000000000,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
105,6966.694527,0,41837,88,29,93,0,9,142.062768,19 days 00:00:00.000000000,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
106,7694.064293,0,32303,65,13,34,0,2,45.152521,4 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
107,8717.561149,0,0,117,5,89,1,3,561.6,9 days 00:00:00.000000000,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
108,5928.748528,0,40531,74,17,32,0,9,30.567357,27 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
109,2452.977288,0,79898,62,5,86,1,1,271.606799,45 days 00:00:00.000000000,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110,6701.571657,0,56398,85,4,18,0,7,408.0,58 days 00:00:00.000000000,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
111,7556.24034,0,35257,98,16,2,1,8,470.4,43 days 00:00:00.000000000,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
112,8492.6988,0,27804,109,19,54,0,7,784.8,57 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
